1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
489,193,0,112,0,259,0,78,0,4,1,500,115,0,90,0,0,92,0
485,77,0,368,160,406,0,75,1,4,1,101,111,0,7,0,10,92,0
487,107,0,342,0,587,0,10,0,4,1,824,111,0,7,0,10,92,0
492,457,1,331,47,208,0,10,0,4,1,182,174,0,11,0,10,92,0
483,26,0,315,176,162,0,75,0,4,1,651,207,0,18,0,10,92,0
488,150,0,457,229,395,0,75,0,4,1,440,132,0,140,0,10,92,0
491,443,0,315,193,632,0,68,0,4,1,366,195,0,144,0,10,92,0
484,74,0,353,0,486,0,74,0,4,1,852,124,0,34,1,10,92,0
486,84,0,235,390,573,0,73,0,4,1,933,18,0,20,19,10,92,0
490,360,0,225,192,483,0,78,1,4,1,632,124,0,34,185,10,92,0
482,7,0,107,341,59,0,73,0,4,1,601,50,0,22,203,10,92,0
527,462,0,13,387,124,0,70,0,4,1,596,76,0,82,0,0,93,0
518,162,0,409,257,45,0,79,0,4,1,392,203,0,108,122,0,93,0
508,23,0,19,230,125,0,71,0,4,1,585,33,0,3,0,10,93,0
511,45,0,0,221,280,0,10,1,4,1,942,33,0,3,0,10,93,0
510,42,0,95,342,268,0,72,0,4,1,823,111,0,7,0,10,93,0
514,80,0,207,286,419,0,10,0,4,1,551,150,0,10,0,10,93,0
515,103,0,322,312,548,0,72,0,4,2,783,207,0,15,0,10,93,0
516,117,0,35,221,646,0,10,0,4,1,688,98,0,29,0,10,93,0
519,197,0,205,53,160,0,76,1,4,1,835,1,0,112,0,10,93,0
517,131,0,168,242,261,0,73,0,4,1,913,113,0,136,0,10,93,0
520,202,0,337,338,492,0,1,0,4,1,854,18,0,20,1,10,93,0
509,33,0,145,193,270,0,77,0,4,1,925,18,0,20,1,10,93,0
513,63,0,393,128,397,0,0,0,4,1,179,124,0,34,1,10,93,0
523,318,0,452,97,139,0,74,1,4,1,638,18,0,21,14,10,93,0
526,446,0,156,289,6,0,75,0,4,1,463,71,0,25,28,10,93,0
521,279,0,95,360,571,0,77,0,4,1,910,99,0,179,72,10,93,0
522,295,0,31,41,579,0,72,0,4,1,308,71,0,25,143,10,93,0
528,482,0,109,86,253,0,77,0,4,1,246,18,0,20,157,10,93,0
512,46,0,286,190,280,0,77,0,4,1,942,33,0,3,171,10,93,0
525,387,0,22,241,335,0,63,0,0,1,694,156,0,142,230,10,93,0
524,369,0,326,323,554,0,79,1,4,1,159,18,0,21,12,23,93,0
75,232,0,218,405,56,1,32,1,4,1,648,18,0,21,0,10,94,0
560,252,0,341,0,262,0,76,0,4,1,556,115,0,90,0,0,95,0
561,280,0,141,122,150,0,0,0,4,1,722,203,0,108,0,0,95,0
557,138,0,285,252,480,0,10,0,4,1,286,111,0,7,0,10,95,0
562,333,1,215,53,84,0,10,0,4,1,772,207,0,16,0,10,95,0
564,488,0,151,0,123,0,5,0,4,1,0,66,0,81,0,10,95,0
566,500,0,393,58,108,0,67,0,0,1,502,4,0,129,0,10,95,0
559,199,0,232,187,92,0,73,1,4,1,828,195,0,144,0,10,95,0
556,51,0,461,402,352,0,73,0,4,1,319,18,0,20,1,10,95,0
555,38,0,138,229,306,0,75,0,4,1,739,18,0,20,26,10,95,0
565,494,0,279,88,515,0,73,1,4,1,810,182,0,42,177,10,95,0
563,379,0,166,182,279,1,71,1,4,1,523,195,0,144,234,10,95,0
558,151,0,149,290,317,0,74,0,4,1,690,132,0,140,237,20,95,0
598,143,0,84,320,39,0,72,1,4,1,893,146,0,57,0,0,98,0
609,408,0,241,122,638,0,4,1,4,1,80,80,0,84,0,0,98,0
607,344,0,9,190,234,0,77,0,4,1,223,177,0,103,0,0,98,0
600,170,0,331,122,241,0,2,0,4,1,725,177,0,103,0,0,98,0
603,246,0,258,0,571,0,9,1,4,1,437,203,0,108,0,0,98,0
606,329,0,228,292,375,0,72,0,4,1,726,209,0,110,0,0,98,0
593,69,1,338,160,352,0,10,0,4,1,858,11,0,2,0,10,98,0
594,78,0,179,286,409,0,10,0,4,1,943,194,0,12,0,10,98,0
595,110,1,214,286,601,0,75,0,4,1,550,207,0,15,0,10,98,0
590,48,1,360,299,282,0,10,0,4,1,555,207,0,15,0,10,98,0
588,6,0,350,221,43,0,75,1,4,2,806,207,0,17,0,10,98,0
592,64,0,394,103,331,0,10,1,4,1,138,207,0,18,0,10,98,0
596,111,0,417,221,602,0,76,1,4,1,198,207,0,18,0,10,98,0
591,57,0,70,0,318,0,74,1,4,1,408,207,0,18,0,10,98,0
589,47,1,102,288,281,0,10,0,4,1,493,207,0,18,0,10,98,0
611,441,0,269,88,556,0,0,0,4,1,567,38,0,51,0,10,98,0
604,296,0,60,53,151,0,72,0,4,1,215,168,0,102,0,10,98,0
610,416,0,394,103,402,0,77,1,4,1,147,35,0,115,0,10,98,0
608,376,0,285,171,464,0,78,0,4,1,930,195,0,144,0,10,98,0
599,168,0,315,76,515,0,75,0,4,1,510,18,0,20,1,10,98,0
597,136,0,34,278,412,0,0,0,4,1,218,18,0,20,30,10,98,0
601,172,0,309,0,505,0,72,1,4,1,656,103,0,188,90,10,98,0
602,237,0,250,110,588,0,70,1,4,1,422,156,0,142,219,10,98,0
605,310,0,54,252,437,0,74,0,4,1,67,189,0,61,307,10,98,0
134,262,0,68,184,103,1,56,1,4,1,770,68,0,118,0,0,99,0
636,300,0,308,0,450,0,75,0,4,1,459,93,0,87,0,0,100,0
649,465,0,215,320,2,0,10,1,4,1,916,115,0,90,0,0,100,0
633,165,0,270,0,260,1,73,1,4,1,568,143,0,94,0,0,100,0
647,409,0,121,0,458,0,73,0,4,1,843,166,0,101,0,0,100,0
637,301,0,268,174,116,0,73,1,4,1,849,65,0,80,84,0,100,0
628,27,0,280,53,163,0,72,0,4,2,655,207,0,18,0,10,100,0
638,307,0,24,81,260,0,75,1,4,1,161,35,0,115,0,10,100,0
648,450,0,106,0,262,0,78,1,4,1,21,206,0,128,0,10,100,0
631,149,0,265,0,607,0,62,0,4,1,41,206,0,128,0,10,100,0
635,259,0,313,320,222,0,62,0,4,1,285,206,0,128,0,10,100,0
641,372,0,71,53,253,1,66,1,4,1,834,206,0,128,0,10,100,0
632,156,0,361,0,481,0,74,0,4,1,839,206,0,128,0,10,100,0
642,382,0,161,365,153,1,70,1,4,1,840,206,0,128,0,10,100,0
651,486,0,436,299,159,0,73,0,4,1,1,195,0,144,0,10,100,0
629,37,0,15,46,295,0,73,1,4,1,660,18,0,21,1,10,100,0
639,349,0,58,108,248,0,75,1,4,1,837,69,0,23,1,10,100,0
630,65,0,304,262,407,0,77,0,4,1,575,18,0,20,11,10,100,0
640,357,1,56,225,121,0,74,0,4,2,723,7,0,72,43,10,100,0
646,402,0,374,0,537,0,77,1,4,1,512,99,0,179,65,10,100,0
645,397,0,233,115,218,0,76,1,4,1,636,18,0,21,209,10,100,0
652,504,0,234,5,4,1,76,1,4,1,900,18,0,21,213,10,100,0
644,392,0,89,0,317,0,67,1,4,1,730,4,0,129,214,10,100,0
643,386,0,334,90,205,0,5,0,4,1,336,146,0,57,328,10,100,0
634,257,0,76,337,435,0,66,0,4,1,329,195,0,144,0,20,100,0
650,485,0,340,190,425,0,74,0,4,1,922,17,0,47,0,23,100,0
718,319,0,396,21,213,0,75,0,4,1,37,93,0,87,0,0,103,0
709,255,0,430,0,600,0,74,0,4,1,693,115,0,90,0,0,103,0
716,311,0,309,21,410,0,2,0,0,1,283,137,0,92,0,0,103,0
706,213,0,33,0,6,0,76,0,4,1,748,166,0,101,0,0,103,0
705,207,0,141,252,294,0,70,0,4,1,304,203,0,108,0,0,103,0
725,368,0,273,158,410,0,74,0,4,1,713,91,0,86,77,0,103,0
683,43,0,233,252,277,1,10,1,4,1,813,11,0,2,0,10,103,0
678,1,0,438,0,34,0,75,1,4,1,569,150,0,10,0,10,103,0
693,99,1,46,160,528,0,10,0,4,1,896,150,0,10,0,10,103,0
686,55,0,215,66,305,0,10,1,4,1,822,207,0,13,0,10,103,0
679,24,0,295,352,140,0,10,0,4,1,334,207,0,14,0,10,103,0
689,86,1,158,103,472,0,76,0,4,1,303,207,0,15,0,10,103,0
708,247,1,294,160,286,0,10,0,4,1,110,207,0,17,0,10,103,0
695,105,0,8,0,552,0,75,0,4,2,322,207,0,19,0,10,103,0
692,96,0,385,0,522,0,72,1,4,1,358,207,0,19,0,10,103,0
691,95,1,371,221,521,0,10,0,4,1,939,207,0,19,0,10,103,0
711,268,0,18,281,516,0,74,0,4,1,172,18,0,20,0,10,103,0
696,112,0,365,286,604,0,10,0,4,1,107,98,0,29,0,10,103,0
702,166,0,342,286,374,0,10,0,4,1,850,98,0,29,0,10,103,0
713,277,0,335,197,6,0,71,1,4,1,419,38,0,51,0,10,103,0
726,391,0,239,88,3,0,1,0,4,1,791,38,0,51,0,10,103,0
722,356,0,234,320,430,0,77,1,4,1,594,89,0,55,0,10,103,0
733,432,0,360,387,363,0,10,0,4,1,615,100,0,56,0,10,103,0
698,137,0,297,316,643,0,73,0,4,1,436,146,0,57,0,10,103,0
740,509,0,12,379,108,0,77,0,4,1,72,110,0,89,0,10,103,0
735,464,0,215,299,538,1,73,1,4,1,645,178,0,104,0,10,103,0
727,399,0,196,274,320,0,77,0,4,1,269,209,0,110,0,10,103,0
710,256,0,215,21,529,0,72,1,4,1,807,125,0,122,0,10,103,0
721,353,0,33,0,24,0,3,0,4,1,253,206,0,128,0,10,103,0
714,305,0,102,320,21,0,74,1,4,1,792,206,0,128,0,10,103,0
719,328,0,60,264,588,0,74,0,4,1,855,113,0,136,0,10,103,0
728,403,0,167,14,487,0,77,0,4,1,386,195,0,144,0,10,103,0
723,358,0,256,133,73,0,72,0,4,1,579,195,0,144,0,10,103,0
724,363,0,452,5,217,0,75,1,4,1,696,195,0,144,0,10,103,0
687,75,0,303,59,498,0,73,0,4,1,416,18,0,20,1,10,103,0
730,422,0,38,235,12,0,75,0,4,1,895,18,0,21,1,10,103,0
731,423,0,8,370,218,0,74,0,4,1,908,18,0,21,1,10,103,0
732,426,0,397,349,11,0,74,1,4,1,232,73,0,21,1,10,103,0
685,53,0,22,229,362,0,74,0,4,1,87,71,0,25,1,10,103,0
682,34,0,60,310,278,0,79,0,4,1,103,71,0,25,1,10,103,0
684,44,0,252,71,329,0,73,1,4,1,879,112,0,32,1,10,103,0
717,315,0,209,396,105,0,76,0,4,1,219,18,0,21,13,10,103,0
734,455,0,60,34,198,0,76,0,4,1,148,18,0,20,16,10,103,0
703,190,0,8,118,163,0,77,0,4,1,564,18,0,20,24,10,103,0
688,82,0,63,108,527,0,76,1,4,1,763,112,0,32,27,10,103,0
720,340,0,382,108,47,0,78,1,4,1,131,18,0,21,29,10,103,0
715,308,0,146,0,191,0,74,0,4,1,176,99,0,178,67,10,103,0
736,466,0,133,25,359,0,69,0,4,1,904,99,0,178,71,10,103,0
704,200,0,452,355,8,0,73,1,4,1,173,206,0,128,127,10,103,0
737,476,0,35,266,223,0,0,0,4,1,606,18,0,20,131,10,103,0
681,32,0,342,260,266,0,72,0,4,1,245,18,0,20,155,10,103,0
694,102,0,393,365,535,0,74,0,4,1,185,207,0,14,169,10,103,0
700,157,0,242,285,637,0,77,0,4,1,819,71,0,25,176,10,103,0
690,91,0,22,256,627,0,73,0,4,1,94,124,0,34,182,10,103,0
680,25,0,274,397,180,0,77,0,4,1,583,112,0,32,189,10,103,0
707,217,0,33,356,109,0,74,0,4,1,361,71,0,25,191,10,103,0
712,274,0,341,147,508,0,73,0,4,1,590,18,0,20,206,10,103,0
699,148,0,318,239,292,0,72,0,4,1,188,156,0,142,222,10,103,0
738,492,0,452,56,292,0,74,1,4,1,188,156,0,142,222,10,103,0
729,407,0,285,139,1,0,74,0,4,1,264,146,0,57,323,10,103,0
739,496,0,36,364,57,0,1,0,4,1,566,100,0,56,325,10,103,0
697,126,0,416,301,234,0,30,0,4,1,497,189,0,61,308,22,103,0
701,163,0,36,302,152,0,78,0,4,1,937,18,0,20,0,23,103,0
76,97,0,266,386,544,0,59,2,0,2,643,67,0,133,239,0,104,0
835,405,0,191,257,405,0,69,0,4,1,761,35,0,115,0,10,105,0
848,153,0,97,208,68,0,76,0,4,1,46,110,0,89,0,10,106,0
849,338,0,372,2,642,0,69,0,4,1,342,203,0,108,0,10,106,0
222,15,0,110,339,352,0,53,1,4,1,456,44,0,157,303,10,107,0
853,469,0,382,221,524,0,78,1,4,1,640,195,0,144,0,10,108,0
169,449,0,110,0,496,0,76,1,4,1,432,180,0,126,0,10,110,0
855,161,0,234,221,277,0,51,1,4,1,68,203,0,108,0,10,111,0
856,434,0,316,370,176,0,72,0,4,1,187,156,0,142,0,10,111,0
857,473,0,1,367,641,0,72,0,4,1,678,156,0,142,0,10,111,0
115,366,0,75,0,608,0,57,0,0,1,921,181,0,41,0,0,112,0
862,174,0,285,395,516,0,72,0,4,1,359,195,0,144,238,10,114,0
872,373,0,275,257,13,0,78,0,4,1,388,149,0,96,0,10,115,0
894,210,0,95,103,500,0,75,0,4,1,32,168,0,102,0,0,116,0
83,269,0,226,387,74,0,59,1,4,1,758,57,0,151,0,0,119,0
26,201,0,285,11,317,0,61,0,4,1,93,142,0,209,0,10,121,0
5,12,0,63,116,303,1,28,1,0,1,449,185,0,169,0,10,123,0
90,176,0,355,190,273,0,10,0,0,1,352,57,0,150,0,0,124,0
92,327,0,449,117,154,0,58,1,4,2,464,57,0,152,285,10,125,0
210,271,0,458,399,301,0,74,0,4,1,369,134,0,123,48,10,126,0
132,452,0,452,89,185,0,56,1,4,1,765,39,0,201,0,10,127,0
294,478,0,224,229,294,0,52,1,0,1,665,193,0,212,0,10,128,0
219,291,0,345,121,527,0,53,0,4,1,431,205,0,109,39,10,129,0
138,334,0,72,183,144,0,56,0,4,1,40,72,0,202,243,10,130,0
297,293,0,57,236,357,0,52,1,4,1,74,30,0,73,0,10,132,0
230,206,0,396,363,11,0,53,0,4,1,774,36,0,132,231,0,133,0
234,186,0,22,27,235,0,53,0,4,1,853,139,0,227,0,10,134,0
24,458,0,248,0,382,0,61,1,4,1,400,140,0,191,119,23,137,0
129,242,0,141,221,348,0,56,0,0,1,109,169,0,167,0,10,138,0
162,209,0,229,362,66,0,55,0,4,1,251,57,0,152,0,20,139,0
108,4,0,230,167,197,0,57,0,0,1,401,45,0,70,0,13,140,0
186,502,0,36,190,111,0,54,0,4,2,360,60,0,78,129,10,142,0
77,506,0,348,194,459,0,59,0,4,1,452,198,0,145,0,0,143,0
116,354,0,315,195,367,0,57,0,4,2,262,210,0,63,310,14,145,0
18,512,0,64,72,75,0,61,0,4,1,544,74,0,45,0,10,148,0
53,188,0,36,2,101,0,60,0,4,1,178,81,0,186,49,10,149,0
248,414,0,381,342,413,0,53,0,4,1,249,74,0,46,0,13,150,0
127,339,0,35,239,40,0,57,0,4,1,859,40,0,218,241,10,152,0
28,389,0,85,132,312,0,39,0,4,1,196,133,0,9,170,4,153,0
380,384,0,378,0,255,0,67,0,4,1,24,179,0,196,102,10,155,0
475,400,0,404,215,170,0,34,0,0,2,689,31,0,200,247,10,157,0
586,413,0,363,157,168,0,18,1,4,2,543,86,0,28,0,21,159,0
10,412,0,95,352,18,0,61,0,4,1,151,140,0,192,120,19,160,0
184,182,0,315,228,479,0,54,0,4,1,647,176,0,39,0,10,161,0
12,419,0,17,293,177,0,14,0,0,2,923,130,0,190,40,12,162,0
672,140,0,110,0,234,0,70,0,4,1,924,173,0,59,0,0,163,0
187,198,0,315,365,498,0,53,0,4,1,385,81,0,186,50,6,164,0
172,364,0,99,140,401,0,55,0,0,1,208,66,0,81,0,0,165,0
891,29,1,371,103,196,0,10,0,4,1,162,207,0,15,0,0,166,0
54,490,0,39,144,283,0,60,1,4,1,451,128,0,138,0,0,167,0
174,444,0,10,328,97,0,72,0,4,1,460,22,0,216,0,10,168,0
56,404,0,164,169,12,0,60,0,4,1,20,15,0,199,0,10,169,0
125,445,0,163,65,451,0,57,1,4,1,114,83,0,223,304,4,170,0
142,135,0,379,125,106,0,56,1,4,1,762,154,0,36,0,0,171,0
176,385,0,15,223,227,0,36,1,4,1,695,208,0,197,0,10,172,0
63,205,0,286,315,584,0,74,0,4,1,353,127,0,8,0,0,174,0
278,425,0,219,359,534,0,53,0,4,1,662,43,0,4,150,8,175,0
381,98,0,280,238,633,0,66,0,4,2,447,12,0,130,0,0,176,0
179,415,0,264,67,317,0,53,0,0,1,69,165,0,173,294,10,177,0
211,223,0,405,320,640,0,53,0,4,1,71,108,0,224,256,0,178,0
42,410,0,444,73,317,0,60,1,4,1,209,142,0,209,0,10,179,0
287,196,0,103,160,107,1,52,1,0,1,869,57,0,155,0,16,180,0
106,152,0,119,278,85,0,57,1,4,1,537,183,0,127,0,0,181,0
507,158,0,313,342,255,0,67,0,4,1,680,99,0,179,103,10,182,0
214,132,0,382,134,176,0,47,1,4,1,681,123,0,33,0,10,183,0
139,370,0,188,0,373,0,56,0,4,1,768,3,0,238,0,10,185,0
861,286,0,90,384,134,0,45,0,0,1,740,135,0,35,0,13,187,0
117,263,0,156,103,470,0,57,0,0,1,676,57,0,152,287,10,188,0
170,316,0,231,413,478,0,55,0,4,1,954,126,0,206,0,10,189,0
863,13,0,445,2,10,0,51,1,4,1,744,27,0,148,0,4,190,0
79,218,0,386,0,523,0,58,0,0,1,861,57,0,153,0,10,191,0
80,337,0,186,0,558,0,59,0,4,1,731,140,0,192,112,0,192,0
188,475,0,20,88,631,0,54,0,4,1,76,167,0,230,0,10,196,0
306,438,0,133,190,111,0,52,0,0,1,231,74,0,45,0,10,197,0
308,118,0,196,314,399,0,52,0,4,1,118,98,0,29,0,15,199,0
57,208,0,218,103,60,2,60,1,4,1,831,27,0,147,0,10,200,0
